millisecs |yr|mo|da|hr|mi|se|volt   |ampere |watt   
0000048040|21|02|24|08|08|47|037.986|002.643|100.425
0000048140|21|02|24|08|08|47|038.002|002.851|108.347
0000048241|21|02|24|08|08|47|038.065|002.503|095.280
0000048340|21|02|24|08|08|47|038.161|001.888|072.063
0000048440|21|02|24|08|08|47|038.368|001.347|051.713
0000048541|21|02|24|08|08|47|038.427|000.866|033.294
0000048640|21|02|24|08|08|47|038.533|000.540|020.831
0000048740|21|02|24|08|08|47|038.650|000.007|000.286
0000048841|21|02|24|08|08|47|038.783|000.370|014.360
0000048940|21|02|24|08|08|48|038.783|000.407|015.796
0000049040|21|02|24|08|08|48|038.773|000.340|013.208
0000049140|21|02|24|08|08|48|038.746|000.162|006.312
0000049240|21|02|24|08|08|48|038.666|000.007|000.286
0000049340|21|02|24|08|08|48|038.661|000.103|004.008
0000049440|21|02|24|08|08|48|038.624|000.251|009.724
0000049540|21|02|24|08|08|48|038.581|000.340|013.142
0000049640|21|02|24|08|08|48|038.592|000.414|016.004
0000049740|21|02|24|08|08|48|038.528|000.629|024.252
0000049840|21|02|24|08|08|48|038.443|001.036|039.856
0000049940|21|02|24|08|08|49|038.225|001.918|073.316
0000050040|21|02|24|08|08|49|037.895|003.088|117.024
0000050140|21|02|24|08|08|49|037.948|003.213|121.966
0000050243|21|02|24|08|08|49|038.177|001.806|068.983
0000050342|21|02|24|08|08|49|038.363|001.073|041.194
0000050442|21|02|24|08|08|49|038.416|001.007|038.691
0000050543|21|02|24|08|08|49|038.512|000.733|028.234
0000050642|21|02|24|08|08|49|038.496|000.733|028.223
0000050742|21|02|24|08|08|49|038.512|000.644|024.812
0000050843|21|02|24|08|08|49|038.608|000.296|011.436
0000050942|21|02|24|08|08|50|038.571|000.422|016.281
0000051042|21|02|24|08|08|50|038.576|000.407|015.712
0000051143|21|02|24|08|08|50|038.560|000.444|017.133
0000051242|21|02|24|08|08|50|038.571|000.466|017.995
0000051342|21|02|24|08|08|50|038.539|000.570|021.975
0000051443|21|02|24|08|08|50|038.501|000.681|026.231
0000051542|21|02|24|08|08|50|038.491|000.814|031.354
0000051642|21|02|24|08|08|50|038.517|000.644|024.815
0000051743|21|02|24|08|08|50|038.432|000.992|038.137
0000051843|21|02|24|08|08|50|038.342|001.281|049.121
0000051943|21|02|24|08|08|51|038.342|001.288|049.405
0000052043|21|02|24|08|08|51|038.236|001.858|071.071
0000052143|21|02|24|08|08|51|038.267|001.880|071.981
0000052243|21|02|24|08|08|51|038.204|001.821|069.597
0000052343|21|02|24|08|08|51|038.236|001.932|073.903
0000052443|21|02|24|08|08|51|038.209|002.043|078.096
0000052543|21|02|24|08|08|51|038.251|001.784|068.268
0000052643|21|02|24|08|08|51|038.278|001.710|065.481
0000052743|21|02|24|08|08|51|038.220|002.006|076.702
0000052844|21|02|24|08|08|51|038.193|001.851|070.709
0000052943|21|02|24|08|08|52|038.119|002.221|084.686
0000053043|21|02|24|08|08|52|038.097|002.436|092.820
0000053144|21|02|24|08|08|52|038.092|002.325|088.576
0000053243|21|02|24|08|08|52|038.071|002.206|084.016
0000053343|21|02|24|08|08|52|038.161|001.992|076.020
0000053444|21|02|24|08|08|52|038.209|001.866|071.305
0000053543|21|02|24|08|08|52|038.156|002.147|081.943
0000053643|21|02|24|08|08|52|038.337|001.495|057.348
0000053744|21|02|24|08|08|52|038.422|000.970|037.273
0000053843|21|02|24|08|08|52|038.432|000.984|037.853
0000053943|21|02|24|08|08|53|038.485|000.770|029.640
0000054044|21|02|24|08|08|53|038.501|000.829|031.933
0000054143|21|02|24|08|08|53|038.491|000.659|025.368
0000054243|21|02|24|08|08|53|038.576|000.407|015.712
0000054344|21|02|24|08|08|53|038.613|000.259|010.008
0000054443|21|02|24|08|08|53|038.640|000.081|003.147
0000054543|21|02|24|08|08|53|038.698|000.051|002.006
0000054644|21|02|24|08|08|53|038.687|000.103|004.011
0000054744|21|02|24|08|08|53|038.703|000.037|001.433
0000054844|21|02|24|08|08|53|038.687|000.029|001.146
0000054944|21|02|24|08|08|54|038.687|000.029|001.146
0000055044|21|02|24|08|08|54|038.677|000.051|002.004
0000055144|21|02|24|08|08|54|038.666|000.066|002.577
0000055244|21|02|24|08|08|54|038.645|000.111|004.292
0000055344|21|02|24|08|08|54|038.581|000.362|013.999
0000055444|21|02|24|08|08|54|038.512|000.718|027.664
0000055544|21|02|24|08|08|54|038.358|001.273|048.858
0000055644|21|02|24|08|08|54|038.108|002.184|083.251
0000055745|21|02|24|08|08|54|037.964|002.895|109.928
0000055844|21|02|24|08|08|54|037.991|002.628|099.876
0000055944|21|02|24|08|08|55|038.097|002.229|084.921
0000056045|21|02|24|08|08|55|038.257|001.755|067.144
0000056144|21|02|24|08|08|55|038.517|000.636|024.530
0000056244|21|02|24|08|08|55|038.650|000.103|004.007
0000056345|21|02|24|08|08|55|038.656|000.088|003.435
0000056444|21|02|24|08|08|55|038.677|000.066|002.577
0000056544|21|02|24|08|08|55|038.672|000.118|004.582
0000056645|21|02|24|08|08|55|038.677|000.044|001.718
0000056744|21|02|24|08|08|55|038.656|000.118|004.580
0000056844|21|02|24|08|08|55|038.672|000.133|005.154
0000056945|21|02|24|08|08|56|038.661|000.029|001.145
0000057044|21|02|24|08|08|56|038.672|000.074|002.863
0000057144|21|02|24|08|08|56|038.656|000.096|003.721
0000057245|21|02|24|08|08|56|038.693|000.103|004.011
0000057344|21|02|24|08|08|56|038.666|000.081|003.149
0000057444|21|02|24|08|08|56|038.682|000.103|004.010
0000057545|21|02|24|08|08|56|038.661|000.044|001.717
0000057644|21|02|24|08|08|56|038.682|000.118|004.583
0000057744|21|02|24|08|08|56|038.650|000.096|003.720
0000057844|21|02|24|08|08|56|038.682|000.103|004.010
0000057944|21|02|24|08|08|57|038.677|000.125|004.869
0000058044|21|02|24|08|08|57|038.656|000.111|004.293
0000058144|21|02|24|08|08|57|038.677|000.051|002.004
0000058244|21|02|24|08|08|57|038.687|000.103|004.011
0000058344|21|02|24|08|08|57|038.656|000.088|003.435
0000058444|21|02|24|08|08|57|038.661|000.103|004.008
0000058544|21|02|24|08|08|57|038.682|000.118|004.583
0000058644|21|02|24|08|08|57|038.693|000.118|004.584
0000058744|21|02|24|08|08|57|038.687|000.096|003.724
0000058844|21|02|24|08|08|57|038.682|000.103|004.010
0000058945|21|02|24|08|08|58|038.682|000.088|003.437
0000059044|21|02|24|08|08|58|038.677|000.081|003.150
0000059144|21|02|24|08|08|58|038.709|000.066|002.579
0000059245|21|02|24|08|08|58|038.698|000.103|004.012
0000059344|21|02|24|08|08|58|038.677|000.066|002.577
0000059444|21|02|24|08|08|58|038.698|000.096|003.725
0000059545|21|02|24|08|08|58|038.672|000.059|002.291
0000059644|21|02|24|08|08|58|038.693|000.125|004.871
0000059744|21|02|24|08|08|58|038.672|000.118|004.582
0000059845|21|02|24|08|08|58|038.698|000.148|005.731
0000059944|21|02|24|08|08|59|038.677|000.133|005.155
0000060044|21|02|24|08|08|59|038.677|000.125|004.869
0000060145|21|02|24|08|08|59|038.677|000.133|005.155
0000060244|21|02|24|08|08|59|038.687|000.118|004.584
0000060344|21|02|24|08|08|59|038.703|000.111|004.299
0000060445|21|02|24|08|08|59|038.709|000.081|003.153
0000060544|21|02|24|08|08|59|038.698|000.155|006.018
0000060646|21|02|24|08|08|59|038.677|000.118|004.582
0000060747|21|02|24|08|08|59|038.687|000.148|005.730
0000060846|21|02|24|08|08|59|038.703|000.170|006.592
0000060946|21|02|24|08|09|00|038.677|000.088|003.437
0000061046|21|02|24|08|09|00|038.693|000.088|003.438
0000061146|21|02|24|08|09|00|038.698|000.148|005.731
0000061246|21|02|24|08|09|00|038.693|000.162|006.303
0000061346|21|02|24|08|09|00|038.682|000.140|005.442
0000061446|21|02|24|08|09|00|038.698|000.140|005.445
0000061547|21|02|24|08|09|00|038.693|000.177|006.876
0000061646|21|02|24|08|09|00|038.709|000.162|006.306
