millisecs |yr|mo|da|hr|mi|se|volt   |ampere |watt   
0000012920|21|02|24|08|17|42|038.916|000.170|006.628
0000013020|21|02|24|08|17|42|038.794|000.725|028.154
0000013120|21|02|24|08|17|42|038.762|000.888|034.446
0000013220|21|02|24|08|17|42|037.874|004.324|163.798
0000013320|21|02|24|08|17|42|037.582|005.754|216.247
0000013420|21|02|24|08|17|43|038.411|002.110|081.069
0000013520|21|02|24|08|17|43|038.597|001.377|053.164
0000013620|21|02|24|08|17|43|038.741|000.792|030.697
0000013721|21|02|24|08|17|43|038.741|000.955|037.009
0000013820|21|02|24|08|17|43|038.836|000.444|017.256
0000013920|21|02|24|08|17|43|038.890|000.288|011.231
0000014021|21|02|24|08|17|43|038.725|000.866|033.552
0000014132|21|02|24|08|17|43|038.214|002.880|110.085
0000014231|21|02|24|08|17|43|038.672|001.192|046.107
0000014331|21|02|24|08|17|43|038.789|000.629|024.416
0000014431|21|02|24|08|17|44|038.560|001.384|053.399
0000014532|21|02|24|08|17|44|038.730|000.970|037.572
0000014631|21|02|24|08|17|44|038.565|001.703|065.686
0000014731|21|02|24|08|17|44|038.422|001.962|075.401
0000014832|21|02|24|08|17|44|038.374|002.473|094.915
0000014931|21|02|24|08|17|44|037.943|004.147|157.353
0000015031|21|02|24|08|17|44|038.018|003.754|142.740
0000015132|21|02|24|08|17|44|038.459|002.029|078.037
0000015231|21|02|24|08|17|44|038.459|001.747|067.214
0000015331|21|02|24|08|17|44|038.533|001.451|055.930
0000015432|21|02|24|08|17|45|038.634|001.036|040.055
0000015531|21|02|24|08|17|45|038.645|001.192|046.075
0000015631|21|02|24|08|17|45|038.650|001.125|043.506
0000015732|21|02|24|08|17|45|038.560|001.362|052.542
0000015831|21|02|24|08|17|45|038.496|001.762|067.849
0000015931|21|02|24|08|17|45|038.480|001.673|064.402
0000016032|21|02|24|08|17|45|038.533|001.525|058.784
0000016131|21|02|24|08|17|45|038.539|001.503|057.935
0000016231|21|02|24|08|17|45|038.560|001.325|051.114
0000016332|21|02|24|08|17|45|038.602|001.214|046.882
0000016432|21|02|24|08|17|46|038.586|001.207|046.577
0000016532|21|02|24|08|17|46|038.672|000.977|037.802
0000016632|21|02|24|08|17|46|038.666|000.940|036.365
0000016732|21|02|24|08|17|46|038.735|000.836|032.414
0000016832|21|02|24|08|17|46|038.831|000.340|013.227
0000016932|21|02|24|08|17|46|038.826|000.385|014.951
0000017032|21|02|24|08|17|46|038.815|000.392|015.234
0000017132|21|02|24|08|17|46|038.730|000.696|026.960
0000017232|21|02|24|08|17|46|038.815|000.436|016.959
0000017332|21|02|24|08|17|46|038.900|000.074|002.880
0000017433|21|02|24|08|17|47|038.879|000.229|008.925
0000017532|21|02|24|08|17|47|038.687|000.925|035.812
0000017632|21|02|24|08|17|47|038.108|003.117|118.810
0000017733|21|02|24|08|17|47|037.550|005.213|195.764
0000017832|21|02|24|08|17|47|037.220|006.687|248.896
0000017932|21|02|24|08|17|47|037.624|005.694|214.263
0000018033|21|02|24|08|17|47|037.741|004.472|168.813
0000018132|21|02|24|08|17|47|037.970|003.562|135.250
0000018232|21|02|24|08|17|47|038.081|003.088|117.599
0000018333|21|02|24|08|17|47|038.204|002.925|111.752
0000018432|21|02|24|08|17|48|038.315|002.303|088.244
0000018532|21|02|24|08|17|48|038.454|001.740|066.920
0000018633|21|02|24|08|17|48|038.560|001.273|049.115
0000018732|21|02|24|08|17|48|038.640|000.881|034.051
0000018832|21|02|24|08|17|48|038.863|000.022|000.863
0000018933|21|02|24|08|17|48|038.985|000.436|017.033
0000019032|21|02|24|08|17|48|039.028|000.577|022.543
0000019132|21|02|24|08|17|48|038.905|000.051|002.016
0000019233|21|02|24|08|17|48|038.236|002.480|094.856
0000019332|21|02|24|08|17|48|037.810|004.680|176.962
0000019432|21|02|24|08|17|49|037.082|007.235|268.293
0000019532|21|02|24|08|17|49|037.029|007.686|284.636
0000019632|21|02|24|08|17|49|034.402|019.994|687.862
0000019732|21|02|24|08|17|49|035.072|015.010|526.463
0000019832|21|02|24|08|17|49|038.039|003.325|126.482
0000019932|21|02|24|08|17|49|038.624|000.822|031.749
0000020032|21|02|24|08|17|49|038.751|000.436|016.931
0000020132|21|02|24|08|17|49|038.757|000.436|016.933
0000020232|21|02|24|08|17|49|038.629|000.747|028.892
0000020332|21|02|24|08|17|49|038.794|000.340|013.215
0000020432|21|02|24|08|17|50|038.804|000.199|007.758
0000020558|21|02|24|08|17|50|038.783|000.325|012.637
0000020658|21|02|24|08|17|50|038.751|000.481|018.653
0000020758|21|02|24|08|17|50|038.682|000.696|026.927
0000020858|21|02|24|08|17|50|038.687|000.629|024.352
0000020958|21|02|24|08|17|50|038.820|000.259|010.061
0000021059|21|02|24|08|17|50|038.804|000.340|013.218
0000021158|21|02|24|08|17|50|038.751|000.496|019.227
0000021258|21|02|24|08|17|50|038.757|000.548|021.238
0000021359|21|02|24|08|17|50|038.783|000.288|011.201
0000021458|21|02|24|08|17|51|038.794|000.377|014.651
0000021558|21|02|24|08|17|51|038.804|000.407|015.805
0000021659|21|02|24|08|17|51|038.719|000.599|023.225
0000021758|21|02|24|08|17|51|038.826|000.303|011.788
0000021858|21|02|24|08|17|51|038.789|000.244|009.479
0000021959|21|02|24|08|17|51|038.815|000.414|016.096
0000022058|21|02|24|08|17|51|038.810|000.325|012.645
0000022158|21|02|24|08|17|51|038.804|000.481|018.678
0000022259|21|02|24|08|17|51|038.773|000.459|017.802
0000022358|21|02|24|08|17|51|038.741|000.481|018.648
0000022458|21|02|24|08|17|52|038.799|000.296|011.493
0000022559|21|02|24|08|17|52|038.836|000.333|012.942
0000022658|21|02|24|08|17|52|038.634|000.814|031.471
0000022758|21|02|24|08|17|52|038.533|001.207|046.513
0000022859|21|02|24|08|17|52|038.454|001.784|068.629
0000022958|21|02|24|08|17|52|038.390|002.140|082.161
0000023058|21|02|24|08|17|52|038.560|001.318|050.829
0000023159|21|02|24|08|17|52|038.469|001.392|053.558
0000023259|21|02|24|08|17|52|038.491|001.429|055.013
0000023359|21|02|24|08|17|52|038.469|001.370|052.704
0000023459|21|02|24|08|17|53|038.416|001.688|064.864
0000023559|21|02|24|08|17|53|038.485|001.688|064.981
0000023659|21|02|24|08|17|53|038.485|001.436|055.290
0000023759|21|02|24|08|17|53|038.310|002.177|083.409
0000023859|21|02|24|08|17|53|037.842|004.050|153.291
0000023959|21|02|24|08|17|53|037.177|006.472|240.628
0000024059|21|02|24|08|17|53|037.193|006.309|234.671
0000024159|21|02|24|08|17|53|036.837|007.871|289.984
0000024260|21|02|24|08|17|53|036.933|007.435|274.601
0000024359|21|02|24|08|17|53|037.103|007.131|264.600
0000024459|21|02|24|08|17|54|037.369|005.976|223.325
0000024560|21|02|24|08|17|54|037.927|003.754|142.401
0000024659|21|02|24|08|17|54|038.395|001.562|059.994
0000024759|21|02|24|08|17|54|038.666|000.799|030.925
0000024860|21|02|24|08|17|54|038.804|000.096|003.735
0000024959|21|02|24|08|17|54|038.927|000.236|009.224
0000025059|21|02|24|08|17|54|038.858|000.236|009.208
0000025160|21|02|24|08|17|54|038.953|000.481|018.750
0000025259|21|02|24|08|17|54|038.948|000.422|016.440
0000025359|21|02|24|08|17|54|038.852|000.088|003.452
0000025460|21|02|24|08|17|55|038.799|000.259|010.056
0000025559|21|02|24|08|17|55|038.624|000.784|030.319
0000025659|21|02|24|08|17|55|038.342|002.043|078.367
0000025760|21|02|24|08|17|55|038.198|002.443|093.349
0000025859|21|02|24|08|17|55|038.305|002.236|085.667
0000025959|21|02|24|08|17|55|038.523|001.495|057.626
0000026060|21|02|24|08|17|55|038.666|000.747|028.920
0000026160|21|02|24|08|17|55|038.783|000.377|014.647
0000026260|21|02|24|08|17|55|038.735|000.407|015.777
0000026360|21|02|24|08|17|55|038.496|001.318|050.744
0000026460|21|02|24|08|17|56|038.352|001.451|055.668
0000026560|21|02|24|08|17|56|038.145|001.910|072.881
0000026660|21|02|24|08|17|56|038.039|003.317|126.200
0000026760|21|02|24|08|17|56|037.901|003.228|122.373
0000026860|21|02|24|08|17|56|037.773|004.087|154.410
0000026960|21|02|24|08|17|56|037.847|003.747|141.821
0000027068|21|02|24|08|17|56|037.842|003.628|137.317
0000027169|21|02|24|08|17|56|037.980|003.613|137.256
0000027268|21|02|24|08|17|56|037.879|003.524|133.525
0000027368|21|02|24|08|17|57|037.853|003.902|147.728
0000027468|21|02|24|08|17|57|037.837|004.050|153.269
0000027568|21|02|24|08|17|57|037.895|003.554|134.704
0000027668|21|02|24|08|17|57|038.156|002.495|095.223
0000027768|21|02|24|08|17|57|038.400|001.644|063.131
0000027868|21|02|24|08|17|57|038.714|000.488|018.922
0000027968|21|02|24|08|17|57|038.826|000.066|002.587
0000028068|21|02|24|08|17|57|038.836|000.051|002.013
0000028167|21|02|24|08|17|57|038.794|000.000|000.000
0000028268|21|02|24|08|17|57|038.810|000.014|000.574
0000028368|21|02|24|08|17|58|038.820|000.222|008.624
0000028468|21|02|24|08|17|58|038.751|000.436|016.931
0000028569|21|02|24|08|17|58|038.741|000.429|016.639
0000028668|21|02|24|08|17|58|038.693|000.614|023.782
0000028768|21|02|24|08|17|58|038.672|000.629|024.342
0000028869|21|02|24|08|17|58|038.682|000.629|024.349
0000028968|21|02|24|08|17|58|038.666|000.747|028.920
0000029068|21|02|24|08|17|58|038.661|000.592|022.904
0000029169|21|02|24|08|17|58|038.645|000.570|022.036
0000029268|21|02|24|08|17|58|038.650|000.710|027.477
0000029368|21|02|24|08|17|59|038.661|000.755|029.203
0000029469|21|02|24|08|17|59|038.560|001.051|040.548
0000029568|21|02|24|08|17|59|038.475|001.592|061.259
0000029668|21|02|24|08|17|59|038.283|002.014|077.114
0000029769|21|02|24|08|17|59|038.140|002.665|101.680
0000029868|21|02|24|08|17|59|038.161|002.695|102.867
0000029968|21|02|24|08|17|59|038.220|002.214|084.627
0000030069|21|02|24|08|17|59|038.337|001.903|072.962
0000030168|21|02|24|08|17|59|038.342|001.873|071.837
0000030268|21|02|24|08|17|59|038.150|002.554|097.470
0000030369|21|02|24|08|18|00|038.049|002.976|113.273
0000030468|21|02|24|08|18|00|038.092|002.740|104.373
0000030568|21|02|24|08|18|00|038.294|002.236|085.643
0000030668|21|02|24|08|18|00|038.374|001.740|066.781
0000030768|21|02|24|08|18|00|038.549|001.051|040.537
0000030868|21|02|24|08|18|00|038.799|000.199|007.757
0000030968|21|02|24|08|18|00|038.863|000.007|000.287
0000031068|21|02|24|08|18|00|038.767|000.162|006.316
0000031168|21|02|24|08|18|00|038.804|000.148|005.747
0000031268|21|02|24|08|18|00|038.735|000.318|012.334
0000031368|21|02|24|08|18|01|038.682|000.503|019.479
0000031468|21|02|24|08|18|01|038.640|000.636|024.608
0000031568|21|02|24|08|18|01|038.576|000.822|031.709
0000031668|21|02|24|08|18|01|038.602|000.977|037.734
0000031769|21|02|24|08|18|01|038.544|000.999|038.534
0000031868|21|02|24|08|18|01|038.523|001.051|040.509
0000031968|21|02|24|08|18|01|038.565|000.918|035.413
0000032069|21|02|24|08|18|01|038.592|000.829|032.008
0000032168|21|02|24|08|18|01|038.565|001.029|039.697
0000032268|21|02|24|08|18|01|038.549|001.081|041.679
0000032369|21|02|24|08|18|02|038.592|000.866|033.437
0000032468|21|02|24|08|18|02|038.645|000.747|028.904
0000032568|21|02|24|08|18|02|038.656|000.562|021.756
0000032669|21|02|24|08|18|02|038.709|000.422|016.339
0000032768|21|02|24|08|18|02|038.682|000.436|016.901
0000032868|21|02|24|08|18|02|038.703|000.570|022.069
0000032969|21|02|24|08|18|02|038.730|000.473|018.356
0000033068|21|02|24|08|18|02|038.725|000.399|015.485
0000033168|21|02|24|08|18|02|038.640|000.740|028.614
0000033269|21|02|24|08|18|02|038.571|000.962|037.132
0000033368|21|02|24|08|18|03|038.560|001.036|039.977
0000033493|21|02|24|08|18|03|038.544|000.925|035.679
0000033593|21|02|24|08|18|03|038.571|000.873|033.704
0000033694|21|02|24|08|18|03|038.544|001.340|051.664
0000033793|21|02|24|08|18|03|038.427|001.606|061.752
0000033893|21|02|24|08|18|03|038.342|001.925|073.824
0000033994|21|02|24|08|18|03|038.283|002.088|079.949
0000034093|21|02|24|08|18|03|038.278|002.369|090.710
0000034193|21|02|24|08|18|03|038.342|002.036|078.083
0000034294|21|02|24|08|18|03|038.321|001.777|068.108
0000034393|21|02|24|08|18|04|038.485|001.436|055.290
0000034493|21|02|24|08|18|04|038.565|000.866|033.414
0000034594|21|02|24|08|18|04|038.709|000.481|018.632
0000034694|21|02|24|08|18|04|038.751|000.207|008.035
0000034794|21|02|24|08|18|04|038.783|000.111|004.308
0000034894|21|02|24|08|18|04|038.826|000.059|002.300
0000034994|21|02|24|08|18|04|038.820|000.066|002.587
0000035094|21|02|24|08|18|04|038.602|000.881|034.018
0000035194|21|02|24|08|18|04|038.129|003.080|117.464
0000035294|21|02|24|08|18|04|038.103|003.228|123.026
0000035395|21|02|24|08|18|05|038.384|001.895|072.769
0000035494|21|02|24|08|18|05|038.342|002.006|076.948
0000035594|21|02|24|08|18|05|038.597|000.955|036.872
0000035695|21|02|24|08|18|05|038.618|000.844|032.602
0000035794|21|02|24|08|18|05|038.831|000.051|002.012
0000035894|21|02|24|08|18|05|038.794|000.148|005.745
0000035995|21|02|24|08|18|05|038.507|000.910|035.074
0000036094|21|02|24|08|18|05|038.092|003.043|115.939
0000036194|21|02|24|08|18|05|037.379|005.405|202.074
0000036295|21|02|24|08|18|05|036.013|011.567|416.577
0000036394|21|02|24|08|18|06|036.837|007.864|289.711
0000036494|21|02|24|08|18|06|037.571|004.872|183.076
0000036595|21|02|24|08|18|06|037.310|006.190|230.989
0000036694|21|02|24|08|18|06|036.694|008.605|315.756
0000036794|21|02|24|08|18|06|036.683|008.679|318.381
0000036895|21|02|24|08|18|06|037.108|006.376|236.608
0000036994|21|02|24|08|18|06|037.800|003.643|137.723
0000037094|21|02|24|08|18|06|038.475|000.999|038.465
0000037195|21|02|24|08|18|06|038.757|000.177|006.888
0000037294|21|02|24|08|18|06|038.778|000.029|001.148
0000037394|21|02|24|08|18|07|038.496|001.303|050.174
0000037495|21|02|24|08|18|07|038.214|002.406|091.973
0000037595|21|02|24|08|18|07|036.826|007.783|286.628
0000037695|21|02|24|08|18|07|032.961|022.438|739.601
0000037795|21|02|24|08|18|07|034.035|016.180|550.722
0000037895|21|02|24|08|18|07|036.800|007.509|276.338
0000037995|21|02|24|08|18|07|037.778|003.569|134.848
0000038095|21|02|24|08|18|07|038.198|002.103|080.337
0000038195|21|02|24|08|18|07|038.422|001.170|044.956
0000038295|21|02|24|08|18|07|038.544|000.592|022.835
0000038395|21|02|24|08|18|08|038.507|000.799|030.797
0000038495|21|02|24|08|18|08|038.454|001.021|039.298
0000038596|21|02|24|08|18|08|038.820|000.281|010.924
0000038695|21|02|24|08|18|08|038.352|001.673|064.188
0000038795|21|02|24|08|18|08|037.496|004.643|174.105
0000038896|21|02|24|08|18|08|036.577|008.434|308.519
0000038995|21|02|24|08|18|08|034.450|017.410|599.783
0000039095|21|02|24|08|18|08|034.923|015.455|539.745
0000039196|21|02|24|08|18|08|036.465|008.753|319.189
0000039295|21|02|24|08|18|08|037.193|005.879|218.696
0000039395|21|02|24|08|18|09|037.991|002.584|098.188
0000039496|21|02|24|08|18|09|038.517|000.792|030.520
0000039595|21|02|24|08|18|09|038.810|000.399|015.519
0000039695|21|02|24|08|18|09|038.608|000.488|018.870
0000039796|21|02|24|08|18|09|037.757|004.265|161.055
0000039937|21|02|24|08|18|09|033.567|019.498|654.516
0000040037|21|02|24|08|18|09|033.780|022.097|746.468
0000040138|21|02|24|08|18|09|032.993|021.905|722.726
0000040237|21|02|24|08|18|09|036.725|006.568|241.238
0000040337|21|02|24|08|18|09|038.581|000.096|003.714
0000040438|21|02|24|08|18|10|038.597|000.088|003.429
0000040537|21|02|24|08|18|10|038.374|001.310|050.299
0000040637|21|02|24|08|18|10|038.810|000.703|027.303
0000040738|21|02|24|08|18|10|037.220|006.035|224.641
0000040838|21|02|24|08|18|10|036.284|009.834|356.837
0000040938|21|02|24|08|18|10|034.992|015.536|543.664
0000041038|21|02|24|08|18|10|032.674|023.741|775.745
0000041138|21|02|24|08|18|10|033.009|022.697|749.231
0000041238|21|02|24|08|18|10|033.992|018.313|622.533
0000041338|21|02|24|08|18|10|036.747|006.909|253.896
0000041438|21|02|24|08|18|11|038.448|000.555|021.354
0000041539|21|02|24|08|18|11|038.629|000.140|005.435
0000041638|21|02|24|08|18|11|038.634|000.111|004.291
0000041738|21|02|24|08|18|11|038.390|001.044|040.085
0000041839|21|02|24|08|18|11|037.427|004.576|171.290
0000041938|21|02|24|08|18|11|035.380|014.040|496.769
0000042038|21|02|24|08|18|11|034.375|016.232|558.011
0000042139|21|02|24|08|18|11|037.007|006.109|226.098
0000042238|21|02|24|08|18|11|038.044|002.147|081.703
0000042338|21|02|24|08|18|11|038.230|001.473|056.339
0000042439|21|02|24|08|18|12|038.299|001.066|040.842
0000042538|21|02|24|08|18|12|038.411|000.792|030.436
0000042638|21|02|24|08|18|12|038.198|001.792|068.456
0000042739|21|02|24|08|18|12|038.033|002.458|093.510
0000042838|21|02|24|08|18|12|038.065|002.295|087.387
0000042938|21|02|24|08|18|12|037.890|002.947|111.676
0000043039|21|02|24|08|18|12|037.975|002.369|089.991
0000043138|21|02|24|08|18|12|037.730|003.658|138.030
0000043238|21|02|24|08|18|12|037.427|004.613|172.676
0000043339|21|02|24|08|18|12|037.326|005.391|201.234
0000043438|21|02|24|08|18|13|037.145|006.057|225.017
0000043538|21|02|24|08|18|13|036.444|007.116|259.358
0000043639|21|02|24|08|18|13|035.401|012.500|442.537
0000043739|21|02|24|08|18|13|036.364|008.849|321.806
0000043839|21|02|24|08|18|13|036.917|006.850|252.884
0000043939|21|02|24|08|18|13|037.651|003.591|135.229
0000044039|21|02|24|08|18|13|038.310|000.962|036.881
0000044139|21|02|24|08|18|13|038.741|000.555|021.517
0000044239|21|02|24|08|18|13|038.672|000.399|015.464
0000044339|21|02|24|08|18|13|038.459|000.540|020.790
0000044439|21|02|24|08|18|14|038.007|002.488|094.570
0000044539|21|02|24|08|18|14|036.098|009.567|345.383
0000044639|21|02|24|08|18|14|037.278|005.124|191.038
0000044740|21|02|24|08|18|14|037.895|002.517|095.415
0000044839|21|02|24|08|18|14|037.603|004.117|154.828
0000044939|21|02|24|08|18|14|037.395|004.769|178.344
0000045040|21|02|24|08|18|14|038.140|001.784|068.069
0000045139|21|02|24|08|18|14|038.315|001.103|042.277
0000045239|21|02|24|08|18|14|038.273|001.392|053.284
0000045340|21|02|24|08|18|14|038.251|001.273|048.722
0000045439|21|02|24|08|18|15|038.374|000.977|037.511
0000045539|21|02|24|08|18|15|038.395|000.859|032.982
0000045640|21|02|24|08|18|15|038.395|000.651|025.021
0000045739|21|02|24|08|18|15|038.438|000.488|018.786
0000045839|21|02|24|08|18|15|038.352|001.051|040.330
0000045940|21|02|24|08|18|15|038.459|000.725|027.911
0000046039|21|02|24|08|18|15|038.326|001.162|044.560
0000046139|21|02|24|08|18|15|037.991|002.591|098.470
0000046240|21|02|24|08|18|15|037.582|003.880|145.834
0000046368|21|02|24|08|18|16|037.268|005.361|199.815
0000046467|21|02|24|08|18|16|036.896|006.916|255.198
0000046567|21|02|24|08|18|16|036.885|007.005|258.402
0000046668|21|02|24|08|18|16|037.215|005.131|190.986
0000046768|21|02|24|08|18|16|037.879|003.006|113.889
0000046868|21|02|24|08|18|16|037.948|002.525|095.830
0000046968|21|02|24|08|18|16|037.980|002.458|093.379
0000047068|21|02|24|08|18|16|038.129|001.962|074.827
0000047168|21|02|24|08|18|16|038.236|001.569|060.028
0000047268|21|02|24|08|18|16|038.166|001.666|063.594
0000047368|21|02|24|08|18|17|038.156|001.777|067.815
0000047468|21|02|24|08|18|17|038.384|000.962|036.953
0000047568|21|02|24|08|18|17|038.448|000.466|017.937
0000047668|21|02|24|08|18|17|038.581|000.014|000.571
0000047769|21|02|24|08|18|17|038.528|000.466|017.975
0000047868|21|02|24|08|18|17|038.368|000.962|036.938
0000047968|21|02|24|08|18|17|038.134|001.258|048.009
0000048069|21|02|24|08|18|17|038.103|002.184|083.240
