millisecs |yr|mo|da|hr|mi|se|volt   |ampere |watt   
0000047511|21|02|23|10|04|02|039.411|000.518|020.429
0000047611|21|02|23|10|04|03|039.586|000.103|004.104
0000047712|21|02|23|10|04|03|039.623|000.370|014.671
0000047811|21|02|23|10|04|03|039.639|000.459|018.200
0000047911|21|02|23|10|04|03|039.432|000.592|023.361
0000048012|21|02|23|10|04|03|038.778|002.777|107.688
0000048111|21|02|23|10|04|03|037.741|006.309|238.127
0000048211|21|02|23|10|04|03|034.434|020.216|696.150
0000048312|21|02|23|10|04|03|032.855|024.593|808.017
0000048411|21|02|23|10|04|03|033.780|021.594|729.457
0000048511|21|02|23|10|04|03|036.784|009.619|353.853
0000048612|21|02|23|10|04|04|038.416|003.724|143.100
0000048711|21|02|23|10|04|04|039.187|001.044|040.918
0000048811|21|02|23|10|04|04|039.613|000.429|017.014
0000048912|21|02|23|10|04|04|039.629|000.251|009.978
0000049011|21|02|23|10|04|04|039.411|000.392|015.468
0000049111|21|02|23|10|04|04|039.283|001.029|040.436
0000049212|21|02|23|10|04|04|038.395|004.176|160.365
0000049311|21|02|23|10|04|04|037.007|008.797|325.581
0000049411|21|02|23|10|04|04|035.024|016.862|590.587
0000049511|21|02|23|10|04|04|038.092|004.561|173.768
0000049611|21|02|23|10|04|05|039.209|000.999|039.198
0000049714|21|02|23|10|04|05|039.097|001.458|057.038
0000049813|21|02|23|10|04|05|039.033|001.806|070.530
0000049913|21|02|23|10|04|05|039.054|001.829|071.436
0000050013|21|02|23|10|04|05|039.123|001.370|053.600
0000050113|21|02|23|10|04|05|039.134|001.236|048.398
0000050213|21|02|23|10|04|05|039.193|001.310|051.372
0000050314|21|02|23|10|04|05|039.155|001.288|050.454
0000050413|21|02|23|10|04|05|039.193|001.281|050.211
0000050513|21|02|23|10|04|05|039.246|001.073|042.142
0000050614|21|02|23|10|04|06|039.331|000.814|032.039
0000050713|21|02|23|10|04|06|039.336|000.622|024.469
0000050813|21|02|23|10|04|06|039.400|000.466|018.381
0000050914|21|02|23|10|04|06|039.448|000.192|007.595
0000051013|21|02|23|10|04|06|039.448|000.236|009.348
0000051113|21|02|23|10|04|06|039.368|000.666|026.238
0000051214|21|02|23|10|04|06|039.240|000.903|035.452
0000051313|21|02|23|10|04|06|039.544|000.022|000.878
0000051413|21|02|23|10|04|06|039.155|001.547|060.602
0000051514|21|02|23|10|04|06|038.746|002.932|113.626
0000051613|21|02|23|10|04|07|037.709|006.931|261.383
0000051713|21|02|23|10|04|07|036.513|011.685|426.685
0000051814|21|02|23|10|04|07|036.678|010.463|383.794
0000051913|21|02|23|10|04|07|037.406|007.627|285.321
0000052013|21|02|23|10|04|07|038.065|005.057|192.533
0000052114|21|02|23|10|04|07|038.267|004.480|171.451
0000052214|21|02|23|10|04|07|038.166|004.746|181.173
0000052314|21|02|23|10|04|07|038.182|004.561|174.180
0000052414|21|02|23|10|04|07|038.379|003.932|150.919
0000052514|21|02|23|10|04|07|038.565|003.673|141.655
0000052614|21|02|23|10|04|08|038.507|003.339|128.608
0000052714|21|02|23|10|04|08|038.613|003.317|128.105
0000052814|21|02|23|10|04|08|038.608|003.051|117.795
0000052914|21|02|23|10|04|08|038.980|001.725|067.259
0000053014|21|02|23|10|04|08|039.490|000.044|001.754
0000053114|21|02|23|10|04|08|039.724|000.822|032.653
0000053215|21|02|23|10|04|08|039.788|001.051|041.840
0000053314|21|02|23|10|04|08|039.512|000.029|001.170
0000053414|21|02|23|10|04|08|039.219|001.081|042.404
0000053515|21|02|23|10|04|08|038.858|002.488|096.687
0000053614|21|02|23|10|04|09|038.273|003.902|149.367
0000053714|21|02|23|10|04|09|038.709|002.665|103.197
0000053815|21|02|23|10|04|09|038.959|002.154|083.956
0000053915|21|02|23|10|04|09|038.608|003.436|132.662
0000054014|21|02|23|10|04|09|037.704|007.190|271.119
0000054115|21|02|23|10|04|09|035.588|015.855|564.249
0000054214|21|02|23|10|04|09|036.965|008.627|318.910
0000054314|21|02|23|10|04|09|038.847|002.317|090.044
0000054415|21|02|23|10|04|09|038.911|002.014|078.378
0000054514|21|02|23|10|04|09|039.017|001.784|069.635
0000054614|21|02|23|10|04|10|038.820|002.340|090.845
0000054715|21|02|23|10|04|10|038.767|002.673|103.640
0000054814|21|02|23|10|04|10|039.022|001.799|070.222
0000054914|21|02|23|10|04|10|039.108|001.429|055.895
0000055015|21|02|23|10|04|10|039.161|001.147|044.950
0000055115|21|02|23|10|04|10|039.139|001.436|056.230
0000055215|21|02|23|10|04|10|038.996|001.777|069.308
0000055315|21|02|23|10|04|10|039.044|001.488|058.117
0000055415|21|02|23|10|04|10|039.049|001.421|055.522
0000055515|21|02|23|10|04|10|039.193|001.214|047.599
0000055615|21|02|23|10|04|11|039.182|001.036|040.622
0000055715|21|02|23|10|04|11|039.294|000.822|032.299
0000055815|21|02|23|10|04|11|039.320|000.622|024.459
0000055915|21|02|23|10|04|11|039.331|000.666|026.213
0000056015|21|02|23|10|04|11|039.379|000.466|018.372
0000056115|21|02|23|10|04|11|039.416|000.473|018.681
0000056215|21|02|23|10|04|11|039.363|000.562|022.154
0000056315|21|02|23|10|04|11|039.411|000.392|015.468
0000056416|21|02|23|10|04|11|039.421|000.222|008.758
0000056515|21|02|23|10|04|11|039.453|000.155|006.135
0000056615|21|02|23|10|04|12|039.485|000.103|004.093
0000056716|21|02|23|10|04|12|039.453|000.066|002.629
0000056815|21|02|23|10|04|12|039.490|000.007|000.292
0000056915|21|02|23|10|04|12|039.517|000.037|001.463
0000057016|21|02|23|10|04|12|039.496|000.118|004.679
0000057115|21|02|23|10|04|12|039.506|000.125|004.973
0000057215|21|02|23|10|04|12|039.496|000.088|003.509
0000057316|21|02|23|10|04|12|039.517|000.118|004.682
0000057415|21|02|23|10|04|12|039.485|000.074|002.924
0000057515|21|02|23|10|04|12|039.490|000.155|006.141
0000057616|21|02|23|10|04|13|039.453|000.125|004.966
0000057715|21|02|23|10|04|13|039.469|000.199|007.891
0000057815|21|02|23|10|04|13|039.474|000.222|008.769
0000057916|21|02|23|10|04|13|039.453|000.274|010.810
0000058015|21|02|23|10|04|13|039.432|000.429|016.936
0000058115|21|02|23|10|04|13|039.416|000.518|020.432
0000058215|21|02|23|10|04|13|039.368|000.659|025.947
0000058315|21|02|23|10|04|13|039.288|000.866|034.041
0000058415|21|02|23|10|04|13|039.246|001.073|042.142
0000058515|21|02|23|10|04|13|039.171|001.266|049.604
0000058615|21|02|23|10|04|14|039.145|001.525|059.716
0000058715|21|02|23|10|04|14|039.155|001.377|053.933
0000058815|21|02|23|10|04|14|038.943|002.229|086.805
0000058915|21|02|23|10|04|14|038.672|003.369|130.304
0000059015|21|02|23|10|04|14|038.895|002.532|098.508
0000059115|21|02|23|10|04|14|038.459|004.110|158.068
0000059215|21|02|23|10|04|14|038.321|004.480|171.689
0000059315|21|02|23|10|04|14|037.970|005.716|217.075
0000059415|21|02|23|10|04|14|037.959|005.531|209.986
0000059515|21|02|23|10|04|14|037.986|005.524|209.852
0000059616|21|02|23|10|04|15|038.411|004.043|155.311
0000059715|21|02|23|10|04|15|038.331|004.250|162.937
0000059815|21|02|23|10|04|15|038.161|004.843|184.822
0000059916|21|02|23|10|04|15|038.236|004.517|172.724
0000060015|21|02|23|10|04|15|038.719|002.939|113.834
0000060115|21|02|23|10|04|15|038.921|001.858|072.346
0000060216|21|02|23|10|04|15|039.086|001.644|064.258
0000060315|21|02|23|10|04|15|039.209|001.007|039.488
0000060415|21|02|23|10|04|15|039.597|000.325|012.902
0000060517|21|02|23|10|04|15|039.655|000.525|020.850
0000060618|21|02|23|10|04|16|039.528|000.133|005.269
0000060718|21|02|23|10|04|16|039.496|000.140|005.557
0000060819|21|02|23|10|04|16|039.437|000.199|007.885
0000060918|21|02|23|10|04|16|039.331|000.696|027.378
0000061018|21|02|23|10|04|16|039.251|000.896|035.171
0000061119|21|02|23|10|04|16|039.299|000.747|029.393
0000061218|21|02|23|10|04|16|039.267|000.984|038.675
0000061318|21|02|23|10|04|16|039.235|000.970|038.062
0000061418|21|02|23|10|04|16|039.256|001.014|039.827
0000061518|21|02|23|10|04|16|039.118|001.377|053.882
0000061618|21|02|23|10|04|17|039.177|001.236|048.450
0000061718|21|02|23|10|04|17|039.150|001.370|053.636
0000061818|21|02|23|10|04|17|039.134|001.229|048.108
0000061919|21|02|23|10|04|17|039.209|001.125|044.134
0000062018|21|02|23|10|04|17|039.123|001.481|057.946
0000062118|21|02|23|10|04|17|039.097|001.518|059.354
0000062219|21|02|23|10|04|17|038.985|001.836|071.599
0000062318|21|02|23|10|04|17|039.033|001.577|061.569
0000062418|21|02|23|10|04|17|039.060|001.444|056.405
0000062519|21|02|23|10|04|17|038.831|002.473|096.046
0000062618|21|02|23|10|04|18|038.374|004.095|157.150
0000062718|21|02|23|10|04|18|038.459|003.769|144.967
0000062819|21|02|23|10|04|18|038.267|004.428|169.467
0000062918|21|02|23|10|04|18|037.725|006.516|245.849
0000063018|21|02|23|10|04|18|037.231|008.294|308.797
0000063119|21|02|23|10|04|18|037.348|007.901|295.109
0000063218|21|02|23|10|04|18|037.980|005.450|207.010
0000063318|21|02|23|10|04|18|038.613|002.851|110.090
0000063419|21|02|23|10|04|18|039.166|000.970|037.995
0000063518|21|02|23|10|04|18|039.443|000.103|004.089
0000063618|21|02|23|10|04|19|039.650|000.525|020.847
0000063719|21|02|23|10|04|19|039.448|000.118|004.674
0000063818|21|02|23|10|04|19|039.288|000.629|024.730
0000063918|21|02|23|10|04|19|039.262|000.740|029.075
0000064019|21|02|23|10|04|19|039.108|001.510|059.080
0000064118|21|02|23|10|04|19|039.012|001.829|071.359
0000064218|21|02|23|10|04|19|039.028|001.740|067.920
0000064319|21|02|23|10|04|19|038.964|002.043|079.639
0000064418|21|02|23|10|04|19|039.022|001.636|063.864
0000064518|21|02|23|10|04|19|039.017|001.792|069.924
0000064618|21|02|23|10|04|20|038.757|002.540|098.445
0000064718|21|02|23|10|04|20|038.485|003.710|142.787
0000064818|21|02|23|10|04|20|038.469|003.739|143.867
0000064918|21|02|23|10|04|20|038.672|002.895|111.975
0000065018|21|02|23|10|04|20|038.948|002.154|083.933
0000065119|21|02|23|10|04|20|039.054|001.488|058.132
0000065218|21|02|23|10|04|20|039.187|001.021|040.047
0000065318|21|02|23|10|04|20|039.198|001.221|047.896
0000065419|21|02|23|10|04|20|039.102|001.562|061.099
0000065518|21|02|23|10|04|20|039.028|001.799|070.232
0000065618|21|02|23|10|04|21|039.022|001.725|067.332
0000065719|21|02|23|10|04|21|039.033|001.725|067.351
0000065818|21|02|23|10|04|21|038.985|001.799|070.155
0000065918|21|02|23|10|04|21|039.054|001.644|064.206
0000066019|21|02|23|10|04|21|039.065|001.436|056.123
0000066118|21|02|23|10|04|21|039.342|000.385|015.149
0000066218|21|02|23|10|04|21|039.299|000.836|032.886
0000066319|21|02|23|10|04|21|039.209|000.940|036.875
0000066418|21|02|23|10|04|21|039.262|000.829|032.564
0000066518|21|02|23|10|04|21|039.278|000.807|031.705
0000066619|21|02|23|10|04|22|039.139|001.458|057.100
0000066718|21|02|23|10|04|22|039.049|001.370|053.498
0000066818|21|02|23|10|04|22|039.230|001.051|041.253
0000066919|21|02|23|10|04|22|038.746|002.466|095.549
0000067030|21|02|23|10|04|22|038.198|003.184|121.637
0000067131|21|02|23|10|04|22|037.858|005.872|222.324
0000067230|21|02|23|10|04|22|037.528|007.894|296.259
0000067330|21|02|23|10|04|22|036.491|011.019|402.115
0000067431|21|02|23|10|04|22|035.152|015.936|560.200
0000067530|21|02|23|10|04|22|035.657|013.862|494.314
0000067630|21|02|23|10|04|23|036.454|010.871|396.306
0000067731|21|02|23|10|04|23|037.550|006.487|243.593
0000067830|21|02|23|10|04|23|038.586|003.095|119.444
0000067930|21|02|23|10|04|23|039.171|000.696|027.267
0000068031|21|02|23|10|04|23|039.453|000.140|005.551
0000068130|21|02|23|10|04|23|039.682|000.807|032.031
0000068230|21|02|23|10|04|23|039.299|000.592|023.282
0000068330|21|02|23|10|04|23|038.735|002.391|092.654
0000068430|21|02|23|10|04|23|038.900|001.955|076.052
0000068530|21|02|23|10|04|23|036.795|010.101|371.667
0000068630|21|02|23|10|04|24|035.944|013.440|483.122
0000068730|21|02|23|10|04|24|035.726|014.759|527.285
0000068831|21|02|23|10|04|24|036.795|009.486|349.051
0000068930|21|02|23|10|04|24|038.018|004.672|177.651
0000069030|21|02|23|10|04|24|038.661|002.577|099.633
0000069131|21|02|23|10|04|24|039.108|001.081|042.283
0000069230|21|02|23|10|04|24|039.331|000.303|011.941
0000069330|21|02|23|10|04|24|039.379|000.103|004.082
0000069431|21|02|23|10|04|24|039.395|000.051|002.042
0000069530|21|02|23|10|04|24|039.400|000.037|001.458
0000069630|21|02|23|10|04|25|039.432|000.022|000.876
0000069731|21|02|23|10|04|25|039.405|000.081|003.209
0000069830|21|02|23|10|04|25|039.331|000.311|012.233
0000069930|21|02|23|10|04|25|039.379|000.222|008.748
0000070031|21|02|23|10|04|25|039.400|000.207|008.169
0000070130|21|02|23|10|04|25|039.304|000.481|018.919
0000070230|21|02|23|10|04|25|039.166|000.866|033.935
0000070331|21|02|23|10|04|25|039.118|001.192|046.640
0000070430|21|02|23|10|04|25|039.145|001.103|043.193
0000070530|21|02|23|10|04|25|039.193|000.881|034.538
0000070631|21|02|23|10|04|26|039.214|000.814|031.943
0000070730|21|02|23|10|04|26|039.331|000.370|014.563
0000070830|21|02|23|10|04|26|039.432|000.074|002.920
0000070931|21|02|23|10|04|26|039.320|000.548|021.547
0000071030|21|02|23|10|04|26|039.012|001.666|065.003
0000071130|21|02|23|10|04|26|038.528|003.339|128.679
0000071231|21|02|23|10|04|26|038.007|005.657|215.036
0000071330|21|02|23|10|04|26|037.651|004.850|182.628
0000071430|21|02|23|10|04|26|038.273|004.080|156.169
0000071530|21|02|23|10|04|26|039.411|000.022|000.875
0000071630|21|02|23|10|04|27|039.506|000.125|004.973
0000071730|21|02|23|10|04|27|039.400|000.177|007.002
0000071830|21|02|23|10|04|27|038.858|002.340|090.932
0000071930|21|02|23|10|04|27|038.172|004.546|173.566
0000072031|21|02|23|10|04|27|036.619|010.337|378.572
0000072130|21|02|23|10|04|27|036.289|010.945|397.201
0000072230|21|02|23|10|04|27|035.768|013.722|490.829
0000072331|21|02|23|10|04|27|037.502|006.457|242.172
0000072430|21|02|23|10|04|27|037.821|005.983|226.307
0000072530|21|02|23|10|04|27|038.113|004.406|167.937
0000072631|21|02|23|10|04|28|038.555|003.102|119.631
0000072730|21|02|23|10|04|28|038.613|002.888|111.520
0000072830|21|02|23|10|04|28|038.858|001.814|070.501
0000072931|21|02|23|10|04|28|039.139|000.873|034.202
0000073030|21|02|23|10|04|28|039.336|000.244|009.613
0000073130|21|02|23|10|04|28|039.453|000.199|007.888
0000073231|21|02|23|10|04|28|039.517|000.422|016.680
0000073330|21|02|23|10|04|28|039.512|000.296|011.704
0000073430|21|02|23|10|04|28|039.448|000.162|006.426
0000073531|21|02|23|10|04|28|039.432|000.037|001.460
0000073630|21|02|23|10|04|29|039.315|000.333|013.101
0000073730|21|02|23|10|04|29|039.267|000.651|025.589
0000073831|21|02|23|10|04|29|039.081|001.236|048.332
0000073930|21|02|23|10|04|29|038.900|001.814|070.578
0000074030|21|02|23|10|04|29|038.693|002.532|097.996
0000074131|21|02|23|10|04|29|038.018|004.769|181.311
0000074230|21|02|23|10|04|29|037.619|006.961|261.871
0000074330|21|02|23|10|04|29|037.746|006.413|242.074
0000074431|21|02|23|10|04|29|037.954|005.509|209.114
0000074530|21|02|23|10|04|29|037.858|005.813|220.081
0000074630|21|02|23|10|04|30|038.065|004.954|188.587
0000074730|21|02|23|10|04|30|038.172|004.598|175.545
0000074830|21|02|23|10|04|30|038.826|002.221|086.257
0000074930|21|02|23|10|04|30|038.879|002.021|078.601
0000075030|21|02|23|10|04|30|038.964|001.681|065.500
0000075130|21|02|23|10|04|30|039.209|000.659|025.842
0000075231|21|02|23|10|04|30|039.262|000.518|020.352
0000075330|21|02|23|10|04|30|039.299|000.459|018.043
0000075430|21|02|23|10|04|30|039.310|000.459|018.048
0000075531|21|02|23|10|04|30|039.246|000.607|023.832
0000075630|21|02|23|10|04|31|039.272|000.622|024.429
0000075730|21|02|23|10|04|31|039.363|000.229|009.036
0000075831|21|02|23|10|04|31|039.432|000.037|001.460
0000075930|21|02|23|10|04|31|039.416|000.014|000.583
0000076030|21|02|23|10|04|31|039.432|000.059|002.336
0000076131|21|02|23|10|04|31|039.421|000.051|002.043
0000076230|21|02|23|10|04|31|039.416|000.022|000.875
0000076330|21|02|23|10|04|31|039.416|000.118|004.670
0000076431|21|02|23|10|04|31|039.395|000.222|008.752
0000076530|21|02|23|10|04|31|039.203|000.822|032.225
0000076630|21|02|23|10|04|32|039.007|001.458|056.906
0000076731|21|02|23|10|04|32|038.427|003.376|129.764
0000076830|21|02|23|10|04|32|037.582|007.086|266.343
0000076930|21|02|23|10|04|32|037.672|007.220|272.005
0000077031|21|02|23|10|04|32|038.113|005.020|191.364
0000077130|21|02|23|10|04|32|038.278|004.072|155.908
0000077230|21|02|23|10|04|32|038.422|003.391|130.315
0000077331|21|02|23|10|04|32|038.491|003.428|131.975
0000077430|21|02|23|10|04|32|038.363|004.124|158.243
0000077530|21|02|23|10|04|32|038.374|003.502|134.416
0000077631|21|02|23|10|04|33|038.645|002.873|111.040
0000077730|21|02|23|10|04|33|038.693|002.702|104.587
0000077830|21|02|23|10|04|33|038.858|001.910|074.242
0000077930|21|02|23|10|04|33|039.113|000.977|038.233
0000078030|21|02|23|10|04|33|039.267|000.414|016.284
0000078130|21|02|23|10|04|33|039.411|000.029|001.167
0000078230|21|02|23|10|04|33|039.506|000.348|013.750
0000078330|21|02|23|10|04|33|039.560|000.466|018.456
0000078431|21|02|23|10|04|33|039.448|000.192|007.595
0000078530|21|02|23|10|04|33|039.352|000.281|011.074
0000078630|21|02|23|10|04|34|039.256|000.703|027.617
0000078731|21|02|23|10|04|34|039.134|001.014|039.703
0000078830|21|02|23|10|04|34|038.820|002.080|080.783
0000078930|21|02|23|10|04|34|038.193|005.087|194.310
0000079031|21|02|23|10|04|34|036.433|010.989|400.391
0000079130|21|02|23|10|04|34|037.438|006.620|247.859
0000079230|21|02|23|10|04|34|039.246|000.422|016.566
0000079331|21|02|23|10|04|34|039.363|000.118|004.664
0000079430|21|02|23|10|04|34|039.421|000.022|000.875
0000079530|21|02|23|10|04|34|039.134|001.029|040.283
0000079631|21|02|23|10|04|35|038.533|003.391|130.694
0000079735|21|02|23|10|04|35|037.433|005.635|210.955
0000079834|21|02|23|10|04|35|039.097|001.014|039.666
0000079935|21|02|23|10|04|35|039.427|000.081|003.211
0000080034|21|02|23|10|04|35|039.187|000.718|028.149
0000080134|21|02|23|10|04|35|037.932|005.642|214.053
0000080258|21|02|23|10|04|35|034.896|017.217|600.840
0000080358|21|02|23|10|04|35|038.321|003.354|128.554
0000080457|21|02|23|10|04|35|038.959|001.540|060.009
0000080557|21|02|23|10|04|36|038.539|003.132|120.723
0000080658|21|02|23|10|04|36|037.677|006.775|255.303
0000080757|21|02|23|10|04|36|035.726|014.462|516.702
0000080857|21|02|23|10|04|36|037.193|007.516|279.568
0000080958|21|02|23|10|04|36|039.416|000.185|007.297
0000081057|21|02|23|10|04|36|039.283|000.399|015.709
0000081157|21|02|23|10|04|36|038.496|003.080|118.594
0000081258|21|02|23|10|04|36|035.492|014.225|504.908
0000081358|21|02|23|10|04|36|036.119|011.285|407.643
0000081458|21|02|23|10|04|36|039.416|000.348|013.719
0000081559|21|02|23|10|04|37|038.656|002.258|087.310
0000081659|21|02|23|10|04|37|038.182|004.650|177.573
0000081760|21|02|23|10|04|37|038.464|003.450|132.738
0000081859|21|02|23|10|04|37|039.171|000.629|024.657
0000081959|21|02|23|10|04|37|039.331|000.207|008.155
0000082060|21|02|23|10|04|37|039.320|000.088|003.494
0000082159|21|02|23|10|04|37|039.214|000.747|029.330
0000082259|21|02|23|10|04|37|038.273|003.954|151.351
0000082360|21|02|23|10|04|37|037.321|008.479|316.456
0000082459|21|02|23|10|04|37|037.411|007.057|264.029
0000082559|21|02|23|10|04|38|038.895|001.510|058.759
0000082667|21|02|23|10|04|38|038.815|002.080|080.772
0000082766|21|02|23|10|04|38|038.656|002.584|099.906
0000082866|21|02|23|10|04|38|038.714|002.229|086.296
0000082966|21|02|23|10|04|38|038.544|002.851|109.893
0000083066|21|02|23|10|04|38|038.804|001.969|076.439
0000083167|21|02|23|10|04|38|039.001|001.392|054.298
0000083266|21|02|23|10|04|38|039.060|001.214|047.438
0000083366|21|02|23|10|04|38|039.076|001.081|042.248
0000083467|21|02|23|10|04|38|038.969|001.532|059.737
0000083566|21|02|23|10|04|39|038.890|001.532|059.615
0000083666|21|02|23|10|04|39|038.789|002.243|087.036
0000083767|21|02|23|10|04|39|038.544|003.080|118.742
0000083866|21|02|23|10|04|39|038.347|003.976|152.497
0000083966|21|02|23|10|04|39|038.469|003.288|126.489
0000084067|21|02|23|10|04|39|038.406|003.524|135.381
0000084166|21|02|23|10|04|39|038.267|004.235|162.099
0000084266|21|02|23|10|04|39|038.124|004.302|164.032
0000084367|21|02|23|10|04|39|038.432|003.458|132.913
0000084466|21|02|23|10|04|39|038.560|002.732|105.370
0000084566|21|02|23|10|04|40|038.491|002.954|113.732
0000084667|21|02|23|10|04|40|038.485|003.199|123.122
0000084766|21|02|23|10|04|40|038.528|003.199|123.258
0000084866|21|02|23|10|04|40|038.555|003.080|118.775
0000084967|21|02|23|10|04|40|038.656|002.651|102.482
0000085066|21|02|23|10|04|40|038.794|001.903|073.833
0000085166|21|02|23|10|04|40|039.001|001.170|045.634
0000085267|21|02|23|10|04|40|039.060|000.918|035.867
0000085366|21|02|23|10|04|40|039.076|000.999|039.065
0000085466|21|02|23|10|04|40|039.182|000.703|027.565
0000085567|21|02|23|10|04|41|039.310|000.340|013.390
0000085666|21|02|23|10|04|41|039.395|000.140|005.543
0000085766|21|02|23|10|04|41|039.395|000.059|002.333
0000085866|21|02|23|10|04|41|039.443|000.311|012.267
0000085966|21|02|23|10|04|41|039.453|000.259|010.225
0000086066|21|02|23|10|04|41|039.389|000.059|002.333
0000086166|21|02|23|10|04|41|039.331|000.148|005.825
0000086266|21|02|23|10|04|41|039.118|000.992|038.818
0000086367|21|02|23|10|04|41|038.996|001.014|039.563
0000086466|21|02|23|10|04|41|038.836|001.955|075.927
0000086566|21|02|23|10|04|42|039.007|001.347|052.573
0000086667|21|02|23|10|04|42|038.964|001.525|059.441
0000086766|21|02|23|10|04|42|039.033|001.340|052.319
0000086866|21|02|23|10|04|42|039.054|001.096|042.804
0000086967|21|02|23|10|04|42|039.012|001.184|046.224
0000087066|21|02|23|10|04|42|039.028|001.192|046.532
0000087166|21|02|23|10|04|42|038.985|001.384|053.988
0000087267|21|02|23|10|04|42|038.533|003.147|121.277
0000087366|21|02|23|10|04|42|037.656|006.205|233.686
0000087466|21|02|23|10|04|42|036.699|010.463|384.017
0000087567|21|02|23|10|04|43|037.204|007.583|282.127
0000087666|21|02|23|10|04|43|037.906|005.339|202.394
0000087766|21|02|23|10|04|43|037.704|005.761|217.230
0000087867|21|02|23|10|04|43|037.417|006.598|246.887
0000087966|21|02|23|10|04|43|037.305|007.531|280.959
0000088066|21|02|23|10|04|43|037.528|006.583|247.068
0000088167|21|02|23|10|04|43|037.991|004.983|189.343
0000088266|21|02|23|10|04|43|038.571|002.636|101.686
0000088366|21|02|23|10|04|43|039.209|000.303|011.904
0000088467|21|02|23|10|04|43|039.458|000.518|020.454
0000088566|21|02|23|10|04|44|039.490|000.496|019.593
0000088666|21|02|23|10|04|44|039.453|000.362|014.316
0000088767|21|02|23|10|04|44|039.331|000.096|003.786
0000088866|21|02|23|10|04|44|038.820|001.747|067.846
0000088966|21|02|23|10|04|44|038.103|005.006|190.746
0000089066|21|02|23|10|04|44|037.566|007.012|263.448
0000089166|21|02|23|10|04|44|037.922|004.665|176.923
0000089266|21|02|23|10|04|44|038.975|001.318|051.375
0000089366|21|02|23|10|04|44|039.161|000.540|021.170
0000089466|21|02|23|10|04|44|039.187|000.444|017.412
0000089567|21|02|23|10|04|45|039.060|001.066|041.653
0000089666|21|02|23|10|04|45|039.022|001.421|055.484
0000089766|21|02|23|10|04|45|038.762|002.229|086.402
0000089867|21|02|23|10|04|45|038.342|004.250|162.982
0000089966|21|02|23|10|04|45|038.220|004.050|154.820
0000090066|21|02|23|10|04|45|038.443|003.139|120.708
0000090167|21|02|23|10|04|45|037.932|005.665|214.896
0000090266|21|02|23|10|04|45|037.119|008.945|332.061
0000090366|21|02|23|10|04|45|036.476|010.789|393.565
0000090467|21|02|23|10|04|45|036.188|011.589|419.411
0000090566|21|02|23|10|04|46|035.534|014.011|497.881
0000090666|21|02|23|10|04|46|035.965|011.974|430.672
0000090767|21|02|23|10|04|46|036.720|009.434|346.441
0000090866|21|02|23|10|04|46|036.741|009.545|350.723
0000090966|21|02|23|10|04|46|036.975|008.427|311.609
0000091067|21|02|23|10|04|46|037.847|005.065|191.711
0000091166|21|02|23|10|04|46|038.719|001.984|076.845
0000091266|21|02|23|10|04|46|039.166|000.281|011.021
0000091367|21|02|23|10|04|46|039.299|000.022|000.873
0000091466|21|02|23|10|04|46|039.267|000.088|003.489
0000091566|21|02|23|10|04|47|039.448|000.644|025.415
0000091667|21|02|23|10|04|47|039.108|000.814|031.857
0000091766|21|02|23|10|04|47|039.177|000.459|017.987
0000091866|21|02|23|10|04|47|039.076|000.703|027.490
0000091967|21|02|23|10|04|47|038.342|003.517|134.872
0000092066|21|02|23|10|04|47|037.863|005.820|220.392
0000092166|21|02|23|10|04|47|037.183|008.094|300.966
0000092266|21|02|23|10|04|47|036.880|009.012|332.378
0000092366|21|02|23|10|04|47|036.667|009.515|348.926
0000092466|21|02|23|10|04|47|038.124|004.184|159.514
0000092566|21|02|23|10|04|48|038.725|002.132|082.591
0000092666|21|02|23|10|04|48|038.783|002.095|081.280
0000092767|21|02|23|10|04|48|038.773|001.236|047.950
0000092866|21|02|23|10|04|48|038.831|001.681|065.277
0000092966|21|02|23|10|04|48|038.719|002.103|081.433
0000093067|21|02|23|10|04|48|038.523|003.021|116.394
0000093166|21|02|23|10|04|48|038.379|003.117|119.655
0000093266|21|02|23|10|04|48|038.044|004.702|178.902
0000093368|21|02|23|10|04|48|037.470|006.220|233.086
0000093466|21|02|23|10|04|48|037.566|006.672|250.651
0000093566|21|02|23|10|04|49|037.948|005.080|192.785
0000093667|21|02|23|10|04|49|038.150|004.080|155.670
0000093766|21|02|23|10|04|49|038.209|003.776|144.308
0000093866|21|02|23|10|04|49|038.150|003.850|146.912
0000093967|21|02|23|10|04|49|038.044|004.384|166.788
0000094066|21|02|23|10|04|49|038.044|004.524|172.141
0000094166|21|02|23|10|04|49|038.065|004.598|175.056
0000094267|21|02|23|10|04|49|038.039|004.502|171.271
0000094366|21|02|23|10|04|49|038.331|003.717|142.499
0000094466|21|02|23|10|04|49|038.358|003.362|128.963
0000094567|21|02|23|10|04|50|038.347|003.273|125.519
0000094666|21|02|23|10|04|50|038.400|003.288|126.262
0000094766|21|02|23|10|04|50|038.358|003.421|131.235
0000094867|21|02|23|10|04|50|038.645|002.236|086.428
0000094966|21|02|23|10|04|50|038.921|001.399|054.476
0000095066|21|02|23|10|04|50|039.246|000.000|000.000
0000095167|21|02|23|10|04|50|039.437|000.703|027.745
0000095266|21|02|23|10|04|50|039.437|000.636|025.116
0000095366|21|02|23|10|04|50|039.427|000.555|021.898
0000095466|21|02|23|10|04|50|039.368|000.303|011.953
0000095566|21|02|23|10|04|51|039.352|000.162|006.411
